# Fundamental-mode classical Cepheids in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2015 (Acta Astronomica 65, 297), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/65/297 tables lmccep/smccep for the periods and
#   mean magnitudes and lmcident/smcident for the positions. Downloaded 2026-08-17.
#
# 2315 LMC and 2637 SMC stars: every star the catalogue marks as pulsating in
#   the fundamental mode (Mode = F) with both a mean V and a mean I magnitude. First
#   overtone and multi-mode Cepheids are left out — they follow their own, offset
#   period-luminosity relation and would double the ridge.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum light
#   (HJD - 2450000), carried so a light curve can be folded on the same convention.
# mean_v_mag and mean_i_mag are intensity-mean magnitudes, not averaged magnitudes,
#   and they are apparent: no extinction correction has been applied here. The
#   Wesenheit index I - 1.55 (V - I), which is what makes the relation tight, is
#   derived in the scene rather than stored, so the correction stays visible.
# i_amplitude_mag is the peak-to-peak I-band amplitude.
cloud,star,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag,ra_deg,dec_deg
LMC,OGLE-LMC-CEP-0369,3.3379760,6001.48700,16.115,15.340,0.487,73.777625,-71.081639
LMC,OGLE-LMC-CEP-0370,2.6798360,6001.46619,16.680,15.849,0.345,73.778417,-69.074917
LMC,OGLE-LMC-CEP-0373,2.8812637,6001.00905,16.084,15.399,0.644,73.798500,-69.329000
LMC,OGLE-LMC-CEP-0377,6.2469862,6000.49932,14.858,14.236,0.538,73.817333,-68.205222
LMC,OGLE-LMC-CEP-0378,2.6397133,6001.15039,16.345,15.618,0.504,73.821042,-69.337167
LMC,OGLE-LMC-CEP-0380,7.0875846,6000.09022,15.683,14.701,0.082,73.839292,-68.666500
LMC,OGLE-LMC-CEP-0382,2.7961718,6000.42119,16.483,15.678,0.361,73.843375,-68.821889
LMC,OGLE-LMC-CEP-0384,3.1855650,6001.45332,16.146,15.414,0.465,73.849833,-68.543611
LMC,OGLE-LMC-CEP-0385,4.2734621,6003.18809,16.468,15.788,0.665,73.856792,-68.541500
LMC,OGLE-LMC-CEP-0387,2.7695268,6000.37901,16.434,15.670,0.235,73.880375,-68.883500
LMC,OGLE-LMC-CEP-0390,3.4359812,6003.32627,15.858,15.185,0.654,73.891833,-68.946389
LMC,OGLE-LMC-CEP-0392,5.8130126,6003.37690,15.711,14.786,0.290,73.896167,-68.689833
LMC,OGLE-LMC-CEP-0394,7.2368169,6003.81221,15.200,14.357,0.318,73.922750,-68.115417
LMC,OGLE-LMC-CEP-0396,4.2990472,6001.88565,15.770,14.991,0.546,73.927833,-71.218333
LMC,OGLE-LMC-CEP-0398,4.1345991,6000.70615,15.816,15.096,0.512,73.937667,-69.158917
LMC,OGLE-LMC-CEP-0400,2.5309594,6000.49617,16.364,15.678,0.565,73.940417,-68.923028
LMC,OGLE-LMC-CEP-0401,5.3207041,6004.76751,15.700,14.874,0.350,73.942042,-68.855806
LMC,OGLE-LMC-CEP-0404,3.7839432,6002.98326,15.809,15.119,0.633,73.955708,-69.349694
LMC,OGLE-LMC-CEP-0406,3.5083778,6000.06901,15.984,15.241,0.267,73.964667,-66.670722
LMC,OGLE-LMC-CEP-0407,3.0256907,6000.37978,16.401,15.583,0.360,73.968542,-68.821111
LMC,OGLE-LMC-CEP-0408,2.6294452,6000.71921,16.129,15.497,0.667,73.970125,-69.288833
LMC,OGLE-LMC-CEP-0411,2.6307899,6000.64154,16.613,15.833,0.559,73.985833,-68.409306
LMC,OGLE-LMC-CEP-0414,1.7772986,6000.97645,16.667,15.990,0.282,73.995417,-66.622167
LMC,OGLE-LMC-CEP-0422,4.0503199,6001.48440,15.957,15.207,0.396,74.048500,-70.935000
LMC,OGLE-LMC-CEP-0423,3.6055926,6002.84186,15.850,15.110,0.521,74.052417,-67.413389
LMC,OGLE-LMC-CEP-0425,3.2717098,6000.99254,16.325,15.534,0.531,74.067583,-68.682056
LMC,OGLE-LMC-CEP-0428,1.9628210,6000.76534,16.657,15.978,0.581,74.087417,-68.793333
LMC,OGLE-LMC-CEP-0429,2.8663217,6001.55372,16.127,15.456,0.591,74.092167,-70.381472
LMC,OGLE-LMC-CEP-0430,2.8878725,6000.45435,16.504,15.710,0.405,74.094542,-68.961861
LMC,OGLE-LMC-CEP-0433,2.4446087,6001.10787,16.470,15.697,0.458,74.107458,-67.888056
LMC,OGLE-LMC-CEP-0436,2.6509563,6000.78961,16.525,15.755,0.482,74.123625,-68.889500
LMC,OGLE-LMC-CEP-0437,4.5160546,6001.35418,15.692,14.934,0.456,74.133708,-66.905111
LMC,OGLE-LMC-CEP-0438,2.9476473,6000.87536,16.156,15.443,0.505,74.139500,-67.293472
LMC,OGLE-LMC-CEP-0439,3.2134335,6002.19712,16.135,15.391,0.536,74.139833,-70.155778
LMC,OGLE-LMC-CEP-0440,3.5683067,6002.52468,16.002,15.254,0.486,74.142875,-70.110556
LMC,OGLE-LMC-CEP-0441,2.2623436,6000.04853,16.684,15.938,0.387,74.145125,-69.965500
LMC,OGLE-LMC-CEP-0442,4.3273056,6000.44926,15.611,14.915,0.611,74.154000,-69.452333
LMC,OGLE-LMC-CEP-0445,3.3829479,6002.64205,16.341,15.418,0.359,74.166958,-68.672778
LMC,OGLE-LMC-CEP-0450,5.4059402,6000.39458,15.587,14.764,0.249,74.181167,-67.652444
LMC,OGLE-LMC-CEP-0451,2.3645000,6001.84871,16.195,15.589,0.658,74.184792,-66.882444
LMC,OGLE-LMC-CEP-0457,3.0598089,6001.58541,16.139,15.424,0.472,74.223125,-69.631861
LMC,OGLE-LMC-CEP-0458,3.8439281,6002.47099,16.413,15.502,0.467,74.228750,-70.430389
LMC,OGLE-LMC-CEP-0459,3.7522471,6001.66960,15.962,15.149,0.414,74.256250,-68.253222
LMC,OGLE-LMC-CEP-0460,3.1534294,6000.78779,16.148,15.388,0.425,74.256583,-67.491361
LMC,OGLE-LMC-CEP-0462,7.0590147,6004.92232,15.287,14.338,0.237,74.269333,-68.571750
LMC,OGLE-LMC-CEP-0463,3.3406376,6001.15613,16.074,15.321,0.181,74.269958,-67.126583
LMC,OGLE-LMC-CEP-0466,3.0000362,6001.57298,16.620,15.760,0.411,74.288750,-68.892861
LMC,OGLE-LMC-CEP-0467,22.7195429,6008.11996,13.704,12.775,0.666,74.301375,-67.382583
LMC,OGLE-LMC-CEP-0473,2.6335228,6001.11203,16.335,15.590,0.461,74.331417,-68.821306
LMC,OGLE-LMC-CEP-0475,2.9503705,6000.78244,16.181,15.441,0.464,74.341333,-67.854833
LMC,OGLE-LMC-CEP-0478,2.7641211,6000.97151,16.160,15.471,0.622,74.354750,-69.567250
LMC,OGLE-LMC-CEP-0479,3.9145324,6003.30860,15.627,14.960,0.433,74.359333,-66.723583
LMC,OGLE-LMC-CEP-0480,4.0349945,6003.13023,16.865,15.779,0.399,74.363500,-69.355167
LMC,OGLE-LMC-CEP-0481,1.5708060,6000.03974,16.909,16.224,0.408,74.363958,-68.601278
LMC,OGLE-LMC-CEP-0482,7.4659114,6002.76836,15.655,14.661,0.425,74.369708,-69.226917
LMC,OGLE-LMC-CEP-0484,4.4161858,6004.39410,15.641,14.902,0.582,74.413583,-69.655417
LMC,OGLE-LMC-CEP-0486,3.0692856,6000.87432,16.156,15.403,0.345,74.420292,-68.566444
LMC,OGLE-LMC-CEP-0487,3.1093028,6001.10321,16.221,15.469,0.478,74.421750,-69.405444
LMC,OGLE-LMC-CEP-0488,3.6470059,6002.61687,16.535,15.608,0.472,74.421792,-68.800111
LMC,OGLE-LMC-CEP-0490,1.7809169,6001.31729,16.870,16.214,0.324,74.430208,-66.802111
LMC,OGLE-LMC-CEP-0491,3.9792303,6001.49679,15.342,14.489,0.342,74.431375,-70.053556
LMC,OGLE-LMC-CEP-0492,5.2393865,6003.49682,15.304,14.600,0.567,74.437917,-70.601611
LMC,OGLE-LMC-CEP-0494,2.7270208,6000.63041,16.973,16.013,0.596,74.440542,-69.062556
LMC,OGLE-LMC-CEP-0498,3.6299845,6001.87020,15.914,15.154,0.240,74.455167,-68.719944
LMC,OGLE-LMC-CEP-0500,13.9793586,6002.81726,14.255,13.889,1.047,74.461875,-67.838556
LMC,OGLE-LMC-CEP-0502,5.2705614,6000.82574,15.766,14.882,0.347,74.463417,-68.304222
LMC,OGLE-LMC-CEP-0504,14.3929624,6004.74277,14.838,13.792,0.543,74.486292,-68.816000
LMC,OGLE-LMC-CEP-0505,4.1703244,6001.42454,15.771,15.024,0.481,74.489500,-70.545056
LMC,OGLE-LMC-CEP-0508,3.0246544,6000.47974,16.319,15.528,0.306,74.506792,-68.247583
LMC,OGLE-LMC-CEP-0513,2.7781143,6000.07134,16.129,15.459,0.501,74.551208,-68.243889
LMC,OGLE-LMC-CEP-0514,3.5036453,6001.88864,16.276,15.458,0.353,74.553667,-69.202778
LMC,OGLE-LMC-CEP-0517,5.2647675,6000.63114,15.127,14.556,0.071,74.569250,-70.629806
LMC,OGLE-LMC-CEP-0518,3.2485681,6000.87198,16.550,15.589,0.395,74.577083,-69.366972
LMC,OGLE-LMC-CEP-0519,1.6798514,6000.62665,17.226,16.463,0.517,74.578417,-69.117083
LMC,OGLE-LMC-CEP-0520,8.3735403,6006.54802,14.781,14.032,0.499,74.595208,-71.042472
LMC,OGLE-LMC-CEP-0521,1.3973244,6000.27790,17.136,16.481,0.443,74.598708,-67.899278
LMC,OGLE-LMC-CEP-0522,3.1440681,6000.67774,16.074,15.333,0.463,74.610625,-67.929333
LMC,OGLE-LMC-CEP-0524,3.1226768,6000.07351,16.189,15.448,0.364,74.613417,-70.581361
LMC,OGLE-LMC-CEP-0529,2.8560230,6002.56682,16.603,15.777,0.257,74.637125,-69.040861
LMC,OGLE-LMC-CEP-0530,2.3911710,6001.20938,16.358,15.680,0.650,74.637792,-68.772944
LMC,OGLE-LMC-CEP-0536,3.0115182,6002.74482,16.166,15.458,0.191,74.653083,-70.931194
LMC,OGLE-LMC-CEP-0538,18.5303986,6008.89737,14.002,13.106,0.326,74.668792,-67.100917
LMC,OGLE-LMC-CEP-0539,3.4548743,6000.80523,16.064,15.320,0.466,74.671958,-68.865194
LMC,OGLE-LMC-CEP-0540,3.7501092,6002.95880,15.841,15.069,0.429,74.672667,-69.525778
LMC,OGLE-LMC-CEP-0541,3.2451771,6002.75960,16.078,15.365,0.466,74.677958,-67.965444
LMC,OGLE-LMC-CEP-0542,5.2297002,6004.34379,15.355,14.646,0.494,74.679333,-70.891028
LMC,OGLE-LMC-CEP-0543,3.1634285,6001.35354,16.096,15.367,0.402,74.680292,-68.730389
LMC,OGLE-LMC-CEP-0544,3.3731829,6001.76009,16.219,15.405,0.296,74.686375,-69.483000
LMC,OGLE-LMC-CEP-0546,15.2162349,6011.57027,14.024,13.248,0.635,74.701083,-67.318861
LMC,OGLE-LMC-CEP-0553,4.6923291,6001.93376,15.766,14.949,0.562,74.732250,-69.266528
LMC,OGLE-LMC-CEP-0554,3.0307324,6000.99284,16.359,15.549,0.409,74.743750,-68.318444
LMC,OGLE-LMC-CEP-0556,6.5776561,6005.38914,15.369,14.506,0.326,74.757292,-69.043500
LMC,OGLE-LMC-CEP-0557,3.6476146,6001.14510,16.292,15.545,0.256,74.762292,-68.369250
LMC,OGLE-LMC-CEP-0561,11.6704376,6001.91932,14.251,13.547,0.543,74.780208,-67.725250
LMC,OGLE-LMC-CEP-0564,3.5559825,6001.09258,15.941,15.202,0.365,74.794458,-70.170639
LMC,OGLE-LMC-CEP-0565,2.5500903,6002.41560,15.951,15.436,0.539,74.797750,-70.370111
LMC,OGLE-LMC-CEP-0568,3.0758274,6000.92161,15.862,15.254,0.615,74.808458,-70.264861
LMC,OGLE-LMC-CEP-0571,3.0798485,6001.58421,15.658,14.878,0.241,74.822792,-69.238333
LMC,OGLE-LMC-CEP-0572,2.6747568,6000.83110,16.132,15.475,0.620,74.822958,-68.554889
LMC,OGLE-LMC-CEP-0575,3.0313656,6001.43641,16.143,15.409,0.472,74.836875,-68.147944
LMC,OGLE-LMC-CEP-0576,5.0723302,6005.02673,15.354,14.622,0.515,74.854083,-69.427472
LMC,OGLE-LMC-CEP-0580,3.7750281,6000.18618,15.821,15.117,0.304,74.870083,-68.863444
LMC,OGLE-LMC-CEP-0582,3.4508540,6003.07623,16.158,15.352,0.242,74.878250,-68.148750
LMC,OGLE-LMC-CEP-0584,5.7250383,6001.22281,14.671,13.841,0.347,74.886417,-68.012694
LMC,OGLE-LMC-CEP-0588,3.2002211,6000.25538,15.935,15.261,0.495,74.904917,-68.146639
LMC,OGLE-LMC-CEP-0589,4.5931648,6000.49969,15.739,14.965,0.243,74.914208,-67.430278
LMC,OGLE-LMC-CEP-0591,3.2694839,6002.96578,15.852,15.192,0.530,74.922125,-67.738083
LMC,OGLE-LMC-CEP-0592,4.1528425,6002.71185,15.610,14.908,0.477,74.925250,-68.121028
LMC,OGLE-LMC-CEP-0593,2.0690664,6001.18903,16.835,16.120,0.512,74.928542,-68.279306
LMC,OGLE-LMC-CEP-0594,6.7331951,6004.73296,15.227,14.382,0.187,74.937833,-69.493194
LMC,OGLE-LMC-CEP-0595,3.8810792,6002.03524,16.121,15.319,0.105,74.943625,-69.194583
LMC,OGLE-LMC-CEP-0596,3.0528245,6001.75345,16.136,15.420,0.473,74.955917,-68.085333
LMC,OGLE-LMC-CEP-0597,2.9448261,6001.61079,16.214,15.476,0.391,74.958000,-69.345611
LMC,OGLE-LMC-CEP-0599,5.4310007,6000.57411,15.340,14.625,0.543,74.970250,-70.277000
LMC,OGLE-LMC-CEP-0600,3.2138057,6002.86186,16.433,15.590,0.294,74.973458,-68.408694
LMC,OGLE-LMC-CEP-0601,2.7925342,6002.16871,15.967,15.487,0.583,74.977583,-67.753528
LMC,OGLE-LMC-CEP-0605,3.4163494,6001.32421,16.213,15.434,0.506,74.986583,-68.019389
LMC,OGLE-LMC-CEP-0606,2.7690087,6000.44041,16.159,15.497,0.551,74.987750,-70.921667
LMC,OGLE-LMC-CEP-0607,3.0757934,6000.47361,16.001,15.299,0.503,74.990875,-67.305250
LMC,OGLE-LMC-CEP-0610,2.8880891,6000.34345,16.194,15.497,0.421,75.014458,-69.012417
LMC,OGLE-LMC-CEP-0611,3.1403290,6001.89864,15.925,15.281,0.567,75.016958,-67.968444
LMC,OGLE-LMC-CEP-0613,4.3496058,6003.27604,16.001,15.180,0.549,75.021458,-69.527056
LMC,OGLE-LMC-CEP-0615,5.0997826,6003.71830,15.583,14.812,0.044,75.026917,-67.718444
LMC,OGLE-LMC-CEP-0621,2.6409294,6000.39059,16.285,15.574,0.426,75.046125,-67.363000
LMC,OGLE-LMC-CEP-0625,3.7503413,6002.27601,15.870,15.135,0.499,75.059833,-68.909000
LMC,OGLE-LMC-CEP-0626,2.1896902,6000.28729,16.613,15.915,0.373,75.067042,-70.459222
LMC,OGLE-LMC-CEP-0627,2.3352787,6000.86693,16.076,15.553,0.719,75.067167,-67.820750
LMC,OGLE-LMC-CEP-0628,3.5104307,6001.06412,16.021,15.289,0.176,75.079833,-68.877389
LMC,OGLE-LMC-CEP-0631,3.5876512,6000.71165,16.026,15.277,0.329,75.104667,-68.770611
LMC,OGLE-LMC-CEP-0632,3.7192218,6000.89440,16.025,15.260,0.096,75.109583,-68.773333
LMC,OGLE-LMC-CEP-0633,5.3299597,6005.10354,15.592,14.766,0.193,75.121917,-69.256694
LMC,OGLE-LMC-CEP-0637,2.6068477,6001.25147,16.277,15.579,0.354,75.140958,-67.605278
LMC,OGLE-LMC-CEP-0638,2.8932375,6002.28467,15.974,15.297,0.605,75.144292,-66.985222
LMC,OGLE-LMC-CEP-0644,2.4740533,6002.02830,16.415,15.720,0.485,75.175333,-68.697111
LMC,OGLE-LMC-CEP-0645,3.1851010,6000.38699,16.108,15.409,0.486,75.180958,-70.345139
LMC,OGLE-LMC-CEP-0646,3.4291542,6000.69327,16.575,15.659,0.427,75.185958,-68.954361
LMC,OGLE-LMC-CEP-0647,5.0266364,6000.62124,15.448,14.724,0.561,75.192167,-69.081806
LMC,OGLE-LMC-CEP-0648,13.6262059,6010.47501,14.641,13.696,0.489,75.201500,-69.531861
LMC,OGLE-LMC-CEP-0652,2.6937719,6001.04952,16.124,15.447,0.551,75.228333,-69.579861
LMC,OGLE-LMC-CEP-0655,12.9872171,6009.99782,14.875,13.916,0.538,75.232792,-68.439111
LMC,OGLE-LMC-CEP-0657,2.7990855,6001.39137,16.311,15.612,0.376,75.236333,-70.639222
LMC,OGLE-LMC-CEP-0658,5.4154688,6004.11901,15.065,14.425,0.558,75.238458,-70.142389
LMC,OGLE-LMC-CEP-0662,2.9583828,6001.15140,16.256,15.517,0.446,75.247958,-69.422111
LMC,OGLE-LMC-CEP-0663,3.9385188,6003.20631,15.820,15.091,0.459,75.249958,-70.664417
LMC,OGLE-LMC-CEP-0669,7.8868832,6007.23353,15.022,14.199,0.438,75.266583,-70.852111
LMC,OGLE-LMC-CEP-0671,5.0512107,6002.05281,14.988,14.426,0.479,75.271458,-68.451639
LMC,OGLE-LMC-CEP-0673,3.2186477,6000.27996,16.104,15.369,0.375,75.276958,-70.642639
LMC,OGLE-LMC-CEP-0674,4.9529880,6001.39962,15.336,14.669,0.602,75.279875,-70.365722
LMC,OGLE-LMC-CEP-0681,3.8118686,6002.34941,16.033,15.241,0.283,75.333167,-69.289639
LMC,OGLE-LMC-CEP-0682,4.4260703,6002.35471,15.753,15.035,0.454,75.334333,-67.467028
LMC,OGLE-LMC-CEP-0683,14.6774663,6002.99450,14.321,13.414,0.576,75.353917,-70.071750
LMC,OGLE-LMC-CEP-0685,3.1819726,6000.83877,15.736,15.154,0.462,75.360833,-67.600500
LMC,OGLE-LMC-CEP-0686,2.0722170,6000.42572,16.628,15.984,0.502,75.379750,-67.788361
LMC,OGLE-LMC-CEP-0687,3.3623017,6002.20406,15.999,15.274,0.441,75.382250,-69.388528
LMC,OGLE-LMC-CEP-0688,3.0832156,6002.33467,15.839,15.230,0.484,75.382583,-70.683222
LMC,OGLE-LMC-CEP-0689,10.4844167,6003.42715,14.912,14.035,0.279,75.384875,-70.291389
LMC,OGLE-LMC-CEP-0690,7.3856880,6005.06348,15.102,14.242,0.160,75.385042,-67.111194
LMC,OGLE-LMC-CEP-0697,4.5803436,6004.50051,15.794,15.005,0.336,75.423000,-68.732417
LMC,OGLE-LMC-CEP-0700,4.9105328,6004.49898,15.688,14.921,0.363,75.433167,-70.708889
LMC,OGLE-LMC-CEP-0702,4.9442978,6002.30523,15.923,15.060,0.458,75.445542,-68.694472
LMC,OGLE-LMC-CEP-0707,2.9226421,6001.72170,16.023,15.370,0.542,75.461625,-70.708278
LMC,OGLE-LMC-CEP-0708,10.4135860,6004.30196,14.482,13.703,0.560,75.466375,-69.389472
LMC,OGLE-LMC-CEP-0709,3.1484464,6001.98585,16.180,15.424,0.279,75.471167,-69.231194
LMC,OGLE-LMC-CEP-0711,3.1021213,6002.40284,16.111,15.403,0.390,75.476583,-68.032556
LMC,OGLE-LMC-CEP-0712,20.7042681,6007.58352,13.621,12.742,0.497,75.477375,-68.904028
LMC,OGLE-LMC-CEP-0713,4.2669286,6001.28908,15.790,15.035,0.365,75.493125,-70.487389
LMC,OGLE-LMC-CEP-0715,2.8843772,6001.71286,16.662,15.790,0.435,75.497167,-69.088694
LMC,OGLE-LMC-CEP-0716,12.1879430,6002.15105,14.842,13.909,0.487,75.503958,-68.922806
LMC,OGLE-LMC-CEP-0717,2.2629301,6000.20710,16.626,15.919,0.454,75.511667,-68.726556
LMC,OGLE-LMC-CEP-0718,3.3030219,6000.55798,16.080,15.398,0.501,75.511750,-68.251833
LMC,OGLE-LMC-CEP-0720,3.0718148,6001.00829,16.125,15.408,0.357,75.522083,-67.526528
LMC,OGLE-LMC-CEP-0721,2.9265817,6002.62833,16.923,15.970,0.322,75.524500,-69.048694
LMC,OGLE-LMC-CEP-0722,4.3047344,6003.45674,15.726,14.969,0.425,75.529958,-66.875083
LMC,OGLE-LMC-CEP-0723,3.8869891,6002.50299,15.991,15.219,0.394,75.533083,-68.485472
LMC,OGLE-LMC-CEP-0727,14.4891502,6007.95918,14.120,13.286,0.654,75.542667,-69.539944
LMC,OGLE-LMC-CEP-0728,3.0836573,6000.33300,15.975,15.320,0.542,75.547333,-70.334667
LMC,OGLE-LMC-CEP-0729,3.2652819,6001.41054,16.041,15.301,0.447,75.552042,-68.783139
LMC,OGLE-LMC-CEP-0730,2.8025673,6000.16042,16.192,15.492,0.485,75.553333,-70.509806
LMC,OGLE-LMC-CEP-0731,3.4052531,6001.72582,15.968,15.242,0.462,75.565250,-67.421056
LMC,OGLE-LMC-CEP-0736,3.5403594,6002.11593,15.975,15.248,0.404,75.577667,-67.521111
LMC,OGLE-LMC-CEP-0738,2.7672920,6002.20429,16.430,15.664,0.381,75.580583,-68.113361
LMC,OGLE-LMC-CEP-0739,2.8256452,6000.70489,16.116,15.439,0.460,75.582583,-67.958250
LMC,OGLE-LMC-CEP-0741,10.7920443,6002.07089,14.337,13.577,0.523,75.588167,-69.221389
LMC,OGLE-LMC-CEP-0744,2.6876256,6001.45863,16.285,15.577,0.420,75.592792,-68.872750
LMC,OGLE-LMC-CEP-0749,12.1951606,6008.90381,14.527,13.665,0.396,75.611292,-67.420917
LMC,OGLE-LMC-CEP-0751,9.4951568,6001.14882,13.981,12.986,0.194,75.614458,-70.812000
LMC,OGLE-LMC-CEP-0752,3.0805913,6001.66050,16.172,15.433,0.410,75.616417,-69.211444
LMC,OGLE-LMC-CEP-0753,2.4590670,6000.39446,16.236,15.583,0.525,75.618417,-70.521639
LMC,OGLE-LMC-CEP-0754,3.3314642,6001.57458,16.152,15.345,0.322,75.623583,-68.011417
LMC,OGLE-LMC-CEP-0755,2.7055301,6000.62046,16.388,15.653,0.469,75.624208,-68.325528
LMC,OGLE-LMC-CEP-0759,4.9932516,6004.13726,15.697,14.877,0.340,75.640417,-69.313833
LMC,OGLE-LMC-CEP-0761,2.5747806,6002.20836,16.071,15.468,0.702,75.652167,-68.744861
LMC,OGLE-LMC-CEP-0762,3.8328155,6000.56615,15.639,14.960,0.520,75.654750,-66.749806
LMC,OGLE-LMC-CEP-0765,2.4889151,6001.41863,16.423,15.712,0.310,75.693667,-67.402111
LMC,OGLE-LMC-CEP-0767,2.3966372,6002.30530,16.250,15.609,0.545,75.701083,-67.240000
LMC,OGLE-LMC-CEP-0768,2.9660878,6002.38711,15.897,15.239,0.505,75.709458,-68.236667
LMC,OGLE-LMC-CEP-0770,10.8544869,6000.28732,14.618,13.774,0.476,75.714750,-68.784806
LMC,OGLE-LMC-CEP-0772,3.0735201,6001.93266,16.069,15.367,0.412,75.719750,-68.843083
LMC,OGLE-LMC-CEP-0773,4.1848073,6001.90325,15.820,15.041,0.349,75.724333,-68.107028
LMC,OGLE-LMC-CEP-0776,6.8936930,6000.65056,14.758,14.066,0.547,75.738500,-68.695306
LMC,OGLE-LMC-CEP-0777,2.9980396,6002.72156,15.991,15.315,0.474,75.748958,-67.184917
LMC,OGLE-LMC-CEP-0778,3.0904076,6000.66713,16.064,15.350,0.503,75.749042,-69.286750
LMC,OGLE-LMC-CEP-0779,2.5607731,6000.01055,16.167,15.510,0.579,75.752875,-69.444222
LMC,OGLE-LMC-CEP-0780,3.8269461,6001.33411,15.699,14.993,0.617,75.764250,-66.727639
LMC,OGLE-LMC-CEP-0783,3.3859318,6001.50813,16.104,15.358,0.304,75.775917,-68.360389
LMC,OGLE-LMC-CEP-0785,3.5669171,6000.22411,16.016,15.273,0.447,75.778292,-69.992667
LMC,OGLE-LMC-CEP-0787,17.5211314,6016.09509,14.130,13.198,0.549,75.787792,-69.223333
LMC,OGLE-LMC-CEP-0788,3.0045399,6002.85338,16.033,15.368,0.561,75.791375,-67.578417
LMC,OGLE-LMC-CEP-0790,1.4924763,6000.91707,17.026,16.349,0.317,75.797250,-67.104028
LMC,OGLE-LMC-CEP-0791,2.8083693,6000.44251,16.193,15.516,0.481,75.805583,-68.279722
LMC,OGLE-LMC-CEP-0793,2.6433575,6002.15193,16.227,15.547,0.520,75.812292,-67.710361
LMC,OGLE-LMC-CEP-0794,2.8117761,6001.09966,15.956,15.322,0.638,75.817292,-70.483028
LMC,OGLE-LMC-CEP-0796,2.7766889,6000.16385,16.206,15.503,0.518,75.842458,-67.472611
LMC,OGLE-LMC-CEP-0800,12.6366560,6005.05176,14.456,13.637,0.612,75.854417,-68.772500
LMC,OGLE-LMC-CEP-0801,21.2644027,6001.20824,13.770,12.875,0.726,75.860375,-69.148944
LMC,OGLE-LMC-CEP-0802,2.9125075,6000.01995,16.144,15.488,0.501,75.861000,-67.878583
LMC,OGLE-LMC-CEP-0804,3.2985142,6001.58560,16.138,15.422,0.387,75.872833,-67.885667
LMC,OGLE-LMC-CEP-0805,5.9177725,6004.69481,15.291,14.557,0.485,75.874125,-68.053917
LMC,OGLE-LMC-CEP-0806,2.9476635,6001.74882,16.346,15.584,0.332,75.877542,-68.000611
LMC,OGLE-LMC-CEP-0808,4.1561475,6002.20538,15.897,15.106,0.113,75.885208,-68.422417
LMC,OGLE-LMC-CEP-0812,12.1949197,6004.99199,14.608,13.725,0.586,75.908167,-69.063056
LMC,OGLE-LMC-CEP-0815,3.4493459,6001.92643,16.026,15.270,0.285,75.921375,-67.168778
LMC,OGLE-LMC-CEP-0818,2.7122072,6000.00971,16.180,15.503,0.474,75.941708,-66.990194
LMC,OGLE-LMC-CEP-0819,22.3144553,6007.63154,14.033,12.963,0.572,75.942375,-68.876778
LMC,OGLE-LMC-CEP-0820,16.8367430,6012.82977,14.428,13.628,0.587,75.949542,-67.453556
LMC,OGLE-LMC-CEP-0822,2.5325184,6001.39980,16.442,15.682,0.440,75.959792,-70.568222
LMC,OGLE-LMC-CEP-0823,2.9925818,6001.74372,16.218,15.459,0.287,75.961042,-69.346639
LMC,OGLE-LMC-CEP-0824,4.3631839,6000.22558,15.589,14.871,0.520,75.962792,-67.417833
LMC,OGLE-LMC-CEP-0825,7.8448077,6003.82395,14.961,14.134,0.271,75.963583,-68.883083
LMC,OGLE-LMC-CEP-0827,1.1530190,6000.53558,17.273,16.648,0.342,75.969167,-68.315861
LMC,OGLE-LMC-CEP-0828,2.5567541,6001.31540,16.280,15.589,0.535,75.973125,-66.718722
LMC,OGLE-LMC-CEP-0829,1.5807125,6000.75790,17.056,16.379,0.461,75.978833,-69.824000
LMC,OGLE-LMC-CEP-0830,4.3385915,6004.02170,15.730,14.980,0.375,75.984125,-67.221361
LMC,OGLE-LMC-CEP-0831,9.7128106,6003.68601,14.683,13.869,0.410,75.988583,-68.840056
LMC,OGLE-LMC-CEP-0833,7.4908006,6004.27934,15.284,14.442,0.119,76.000250,-68.648528
LMC,OGLE-LMC-CEP-0834,3.0030225,6002.59236,16.218,15.487,0.465,76.007958,-70.460444
LMC,OGLE-LMC-CEP-0835,4.5628388,6002.37081,15.238,14.491,0.232,76.009958,-68.358778
LMC,OGLE-LMC-CEP-0837,5.7773109,6000.26709,14.618,13.934,0.302,76.021708,-69.080806
LMC,OGLE-LMC-CEP-0838,3.8684366,6001.70416,15.721,15.021,0.559,76.032500,-70.497306
LMC,OGLE-LMC-CEP-0840,2.7146787,6002.11657,16.200,15.519,0.560,76.035333,-67.599139
LMC,OGLE-LMC-CEP-0842,5.1455353,6005.00995,15.283,14.604,0.558,76.048458,-70.259417
LMC,OGLE-LMC-CEP-0843,8.3619563,6001.91464,15.506,14.505,0.380,76.058917,-69.103194
LMC,OGLE-LMC-CEP-0844,17.2130846,6012.95612,13.928,13.065,0.728,76.064458,-69.026778
LMC,OGLE-LMC-CEP-0845,4.4187571,6001.69212,15.661,14.914,0.503,76.067458,-70.600972
