# OGLE-IV I-band photometry for three LMC RR Lyrae stars spanning Bailey type.
# Source: Soszynski et al. 2016 (Acta Astronomica 66, 131), OGLE-IV Collection of
#   Variable Stars, https://www.astrouw.edu.pl/ogle/ogle4/OCVS/lmc/rrlyr/phot/I/
# Downloaded 2026-08-17.
#
# OGLE-LMC-RRLYR-03686 (RRc, 0.284 d), OGLE-LMC-RRLYR-16323 (RRab, 0.489 d)
#   and OGLE-LMC-RRLYR-12984 (RRab, 0.650 d). Same galaxy, three clocks:
#   an overtone sine, a high-amplitude sawtooth, and a longer, smaller bump.
#
# time_hjd is HJD - 2450000 as stored by OGLE; i_mag is the I-band magnitude
#   and i_mag_error is the catalogue uncertainty. Folding uses the period only.
star,time_hjd,i_mag,i_mag_error
OGLE-LMC-RRLYR-12984,5605.67423,18.479,0.029
OGLE-LMC-RRLYR-12984,5606.68558,18.261,0.031
OGLE-LMC-RRLYR-12984,5607.69776,18.459,0.039
OGLE-LMC-RRLYR-12984,5608.68838,18.347,0.044
OGLE-LMC-RRLYR-12984,5608.69714,18.292,0.047
OGLE-LMC-RRLYR-12984,5609.71561,18.521,0.052
OGLE-LMC-RRLYR-12984,5611.64617,18.533,0.047
OGLE-LMC-RRLYR-12984,5612.69868,18.358,0.044
OGLE-LMC-RRLYR-12984,5613.66186,18.386,0.039
OGLE-LMC-RRLYR-12984,5614.65378,18.378,0.031
OGLE-LMC-RRLYR-12984,5615.64756,18.275,0.028
OGLE-LMC-RRLYR-12984,5616.65633,18.414,0.031
OGLE-LMC-RRLYR-12984,5619.64549,18.213,0.023
OGLE-LMC-RRLYR-12984,5622.64148,18.544,0.042
OGLE-LMC-RRLYR-12984,5623.60435,18.266,0.029
OGLE-LMC-RRLYR-12984,5624.54543,18.441,0.035
OGLE-LMC-RRLYR-12984,5625.63707,18.361,0.029
OGLE-LMC-RRLYR-12984,5626.59818,18.513,0.036
OGLE-LMC-RRLYR-12984,5627.56290,18.340,0.026
OGLE-LMC-RRLYR-12984,5629.60312,18.386,0.026
OGLE-LMC-RRLYR-12984,5630.61457,18.227,0.033
OGLE-LMC-RRLYR-12984,5632.56267,18.162,0.031
OGLE-LMC-RRLYR-12984,5633.61165,18.455,0.033
OGLE-LMC-RRLYR-12984,5634.57209,18.175,0.030
OGLE-LMC-RRLYR-12984,5635.57641,18.477,0.036
OGLE-LMC-RRLYR-12984,5638.58099,18.354,0.047
OGLE-LMC-RRLYR-12984,5639.59126,18.554,0.055
OGLE-LMC-RRLYR-12984,5640.53023,18.271,0.040
OGLE-LMC-RRLYR-12984,5641.55789,18.616,0.042
OGLE-LMC-RRLYR-12984,5642.50611,18.275,0.025
OGLE-LMC-RRLYR-12984,5643.50390,18.539,0.033
OGLE-LMC-RRLYR-12984,5644.50662,18.352,0.029
OGLE-LMC-RRLYR-12984,5645.50536,18.423,0.040
OGLE-LMC-RRLYR-12984,5646.51836,18.380,0.032
OGLE-LMC-RRLYR-12984,5647.52031,18.126,0.024
OGLE-LMC-RRLYR-12984,5648.52100,18.423,0.033
OGLE-LMC-RRLYR-12984,5649.53576,18.143,0.027
OGLE-LMC-RRLYR-12984,5650.51618,18.477,0.034
OGLE-LMC-RRLYR-12984,5651.52207,18.244,0.024
OGLE-LMC-RRLYR-12984,5652.51702,18.416,0.033
OGLE-LMC-RRLYR-12984,5653.54711,18.327,0.031
OGLE-LMC-RRLYR-12984,5654.55563,18.541,0.036
OGLE-LMC-RRLYR-12984,5655.54680,18.377,0.036
OGLE-LMC-RRLYR-12984,5656.55568,18.400,0.032
OGLE-LMC-RRLYR-12984,5657.51563,18.326,0.036
OGLE-LMC-RRLYR-12984,5659.51493,18.403,0.034
OGLE-LMC-RRLYR-12984,5660.56032,18.177,0.026
OGLE-LMC-RRLYR-12984,5664.49450,18.207,0.039
OGLE-LMC-RRLYR-12984,5665.50975,18.437,0.048
OGLE-LMC-RRLYR-12984,5666.50656,18.317,0.042
OGLE-LMC-RRLYR-12984,5667.48873,18.419,0.041
OGLE-LMC-RRLYR-12984,5669.48826,18.514,0.040
OGLE-LMC-RRLYR-12984,5670.53974,18.433,0.046
OGLE-LMC-RRLYR-12984,5671.49013,18.620,0.070
OGLE-LMC-RRLYR-12984,5672.48504,18.371,0.033
OGLE-LMC-RRLYR-12984,5674.49308,18.406,0.031
OGLE-LMC-RRLYR-12984,5675.48594,18.118,0.029
OGLE-LMC-RRLYR-12984,5676.54121,18.453,0.018
OGLE-LMC-RRLYR-12984,5677.48265,18.205,0.027
OGLE-LMC-RRLYR-12984,5678.51685,18.445,0.032
OGLE-LMC-RRLYR-12984,5679.48447,18.239,0.031
OGLE-LMC-RRLYR-12984,5680.53254,18.499,0.042
OGLE-LMC-RRLYR-12984,5681.49733,18.307,0.037
OGLE-LMC-RRLYR-12984,5682.49668,18.521,0.046
OGLE-LMC-RRLYR-12984,5683.50123,18.316,0.036
OGLE-LMC-RRLYR-12984,5684.50609,18.384,0.036
OGLE-LMC-RRLYR-12984,5685.47779,18.351,0.039
OGLE-LMC-RRLYR-12984,5686.47867,18.308,0.027
OGLE-LMC-RRLYR-12984,5687.48083,18.422,0.042
OGLE-LMC-RRLYR-12984,5691.47235,18.380,0.042
OGLE-LMC-RRLYR-12984,5692.52254,18.263,0.047
OGLE-LMC-RRLYR-12984,5694.48897,18.326,0.042
OGLE-LMC-RRLYR-12984,5695.47339,18.527,0.041
OGLE-LMC-RRLYR-12984,5696.48179,18.351,0.051
OGLE-LMC-RRLYR-12984,5697.47171,18.585,0.051
OGLE-LMC-RRLYR-12984,5699.48126,18.343,0.057
OGLE-LMC-RRLYR-12984,5700.47283,18.353,0.048
OGLE-LMC-RRLYR-12984,5702.46971,18.489,0.050
OGLE-LMC-RRLYR-12984,5706.46940,18.447,0.049
OGLE-LMC-RRLYR-12984,5784.92981,18.376,0.035
OGLE-LMC-RRLYR-12984,5796.89739,18.576,0.042
OGLE-LMC-RRLYR-12984,5803.88118,18.415,0.031
OGLE-LMC-RRLYR-12984,5805.84566,18.468,0.033
OGLE-LMC-RRLYR-12984,5806.89665,18.227,0.023
OGLE-LMC-RRLYR-12984,5809.85788,18.513,0.024
OGLE-LMC-RRLYR-12984,5810.86100,18.337,0.029
OGLE-LMC-RRLYR-12984,5812.85390,18.371,0.026
OGLE-LMC-RRLYR-12984,5814.90289,18.502,0.038
OGLE-LMC-RRLYR-12984,5815.88229,18.143,0.024
OGLE-LMC-RRLYR-12984,5816.85644,18.472,0.040
OGLE-LMC-RRLYR-12984,5817.85811,18.152,0.025
OGLE-LMC-RRLYR-12984,5818.88613,18.439,0.035
OGLE-LMC-RRLYR-12984,5819.84010,18.203,0.025
OGLE-LMC-RRLYR-12984,5820.90752,18.557,0.038
OGLE-LMC-RRLYR-12984,5822.82774,18.445,0.030
OGLE-LMC-RRLYR-12984,5823.90262,18.379,0.034
OGLE-LMC-RRLYR-12984,5824.82458,18.530,0.030
OGLE-LMC-RRLYR-12984,5825.81285,18.339,0.024
OGLE-LMC-RRLYR-12984,5826.86135,18.283,0.027
OGLE-LMC-RRLYR-12984,5827.85532,18.426,0.026
OGLE-LMC-RRLYR-12984,5828.88153,18.166,0.024
OGLE-LMC-RRLYR-12984,5829.85492,18.421,0.023
OGLE-LMC-RRLYR-12984,5830.84649,18.201,0.020
OGLE-LMC-RRLYR-12984,5831.83820,18.444,0.023
OGLE-LMC-RRLYR-12984,5832.82759,18.220,0.021
OGLE-LMC-RRLYR-12984,5833.81197,18.448,0.030
OGLE-LMC-RRLYR-12984,5834.81289,18.254,0.021
OGLE-LMC-RRLYR-12984,5835.87281,18.530,0.031
OGLE-LMC-RRLYR-12984,5836.77933,18.272,0.023
OGLE-LMC-RRLYR-12984,5837.85867,18.569,0.034
OGLE-LMC-RRLYR-12984,5839.84034,18.440,0.029
OGLE-LMC-RRLYR-12984,5840.82384,18.384,0.025
OGLE-LMC-RRLYR-12984,5841.82086,18.285,0.028
OGLE-LMC-RRLYR-12984,5842.83846,18.418,0.038
OGLE-LMC-RRLYR-12984,5843.85395,18.237,0.025
OGLE-LMC-RRLYR-12984,5845.86898,18.248,0.040
OGLE-LMC-RRLYR-12984,5846.82942,18.407,0.054
OGLE-LMC-RRLYR-12984,5850.79410,18.514,0.033
OGLE-LMC-RRLYR-12984,5851.80234,18.310,0.031
OGLE-LMC-RRLYR-12984,5852.78610,18.500,0.043
OGLE-LMC-RRLYR-12984,5854.76115,18.557,0.029
OGLE-LMC-RRLYR-12984,5855.83084,18.408,0.024
OGLE-LMC-RRLYR-12984,5856.80244,18.179,0.035
OGLE-LMC-RRLYR-12984,5858.83667,18.290,0.037
OGLE-LMC-RRLYR-12984,5859.80516,18.422,0.030
OGLE-LMC-RRLYR-12984,5860.79025,18.240,0.027
OGLE-LMC-RRLYR-12984,5861.79923,18.490,0.033
OGLE-LMC-RRLYR-12984,5863.80178,18.490,0.030
OGLE-LMC-RRLYR-12984,5864.70972,18.239,0.023
OGLE-LMC-RRLYR-12984,5865.77931,18.562,0.034
OGLE-LMC-RRLYR-12984,5866.80345,18.329,0.026
OGLE-LMC-RRLYR-12984,5867.74238,18.569,0.035
OGLE-LMC-RRLYR-12984,5868.84384,18.433,0.025
OGLE-LMC-RRLYR-12984,5869.80936,18.212,0.021
OGLE-LMC-RRLYR-12984,5870.74915,18.398,0.028
OGLE-LMC-RRLYR-12984,5871.73525,18.235,0.023
OGLE-LMC-RRLYR-12984,5872.74460,18.423,0.028
OGLE-LMC-RRLYR-12984,5873.73984,18.194,0.025
OGLE-LMC-RRLYR-12984,5874.77339,18.392,0.034
OGLE-LMC-RRLYR-12984,5875.70932,18.229,0.031
OGLE-LMC-RRLYR-12984,5878.76597,18.540,0.052
OGLE-LMC-RRLYR-12984,5879.69438,18.256,0.039
OGLE-LMC-RRLYR-12984,5880.74586,18.558,0.042
OGLE-LMC-RRLYR-12984,5881.73239,18.343,0.027
OGLE-LMC-RRLYR-12984,5882.76318,18.294,0.027
OGLE-LMC-RRLYR-12984,5883.76714,18.398,0.036
OGLE-LMC-RRLYR-12984,5885.69845,18.377,0.041
OGLE-LMC-RRLYR-12984,5886.73452,18.180,0.034
OGLE-LMC-RRLYR-12984,5887.80689,18.429,0.026
OGLE-LMC-RRLYR-12984,5888.79556,18.257,0.029
OGLE-LMC-RRLYR-12984,5889.83772,18.589,0.036
OGLE-LMC-RRLYR-12984,5890.77125,18.307,0.028
OGLE-LMC-RRLYR-12984,5891.72994,18.509,0.033
OGLE-LMC-RRLYR-12984,5892.74771,18.279,0.026
OGLE-LMC-RRLYR-12984,5893.76581,18.541,0.030
OGLE-LMC-RRLYR-12984,5894.78929,18.400,0.025
OGLE-LMC-RRLYR-12984,5895.80636,18.157,0.026
OGLE-LMC-RRLYR-12984,5896.78942,18.441,0.029
OGLE-LMC-RRLYR-12984,5897.73623,18.146,0.021
OGLE-LMC-RRLYR-12984,5898.71841,18.431,0.029
OGLE-LMC-RRLYR-12984,5899.77758,18.249,0.025
OGLE-LMC-RRLYR-12984,5900.72723,18.476,0.028
OGLE-LMC-RRLYR-12984,5901.77652,18.284,0.029
OGLE-LMC-RRLYR-12984,5902.72777,18.442,0.047
OGLE-LMC-RRLYR-12984,5903.78296,18.331,0.031
OGLE-LMC-RRLYR-12984,5904.75758,18.505,0.033
OGLE-LMC-RRLYR-12984,5905.73162,18.309,0.033
OGLE-LMC-RRLYR-12984,5906.74349,18.542,0.040
OGLE-LMC-RRLYR-12984,5907.72157,18.339,0.032
OGLE-LMC-RRLYR-12984,5908.74689,18.350,0.033
OGLE-LMC-RRLYR-12984,5909.79140,18.497,0.035
OGLE-LMC-RRLYR-12984,5910.70420,18.306,0.028
OGLE-LMC-RRLYR-12984,5911.73604,18.430,0.028
OGLE-LMC-RRLYR-12984,5912.75651,18.241,0.024
OGLE-LMC-RRLYR-12984,5913.72847,18.499,0.026
OGLE-LMC-RRLYR-12984,5914.75108,18.255,0.021
OGLE-LMC-RRLYR-12984,5915.70814,18.448,0.024
OGLE-LMC-RRLYR-12984,5916.76199,18.303,0.023
OGLE-LMC-RRLYR-12984,5917.72563,18.513,0.025
OGLE-LMC-RRLYR-12984,5922.74267,18.451,0.026
OGLE-LMC-RRLYR-12984,5923.71890,18.200,0.018
OGLE-LMC-RRLYR-12984,5924.70022,18.445,0.027
OGLE-LMC-RRLYR-12984,5925.71425,18.171,0.025
OGLE-LMC-RRLYR-12984,5926.72605,18.424,0.026
OGLE-LMC-RRLYR-12984,5927.72503,18.203,0.026
OGLE-LMC-RRLYR-12984,5929.69923,18.263,0.027
OGLE-LMC-RRLYR-12984,5930.84438,18.354,0.023
OGLE-LMC-RRLYR-12984,5931.66570,18.275,0.031
OGLE-LMC-RRLYR-12984,5932.66353,18.424,0.033
OGLE-LMC-RRLYR-12984,5933.71339,18.344,0.033
OGLE-LMC-RRLYR-12984,5934.70945,18.545,0.032
OGLE-LMC-RRLYR-12984,5936.65458,18.573,0.051
OGLE-LMC-RRLYR-12984,5937.68429,18.363,0.027
OGLE-LMC-RRLYR-12984,5938.68508,18.212,0.027
OGLE-LMC-RRLYR-12984,5939.72913,18.451,0.033
OGLE-LMC-RRLYR-12984,5940.76476,18.280,0.028
OGLE-LMC-RRLYR-12984,5941.76544,18.485,0.032
OGLE-LMC-RRLYR-12984,5942.78952,18.295,0.024
OGLE-LMC-RRLYR-12984,5943.74693,18.524,0.035
OGLE-LMC-RRLYR-12984,5944.73981,18.297,0.021
OGLE-LMC-RRLYR-12984,5945.72052,18.525,0.026
OGLE-LMC-RRLYR-12984,5946.65996,18.292,0.024
OGLE-LMC-RRLYR-12984,5946.77631,18.419,0.033
OGLE-LMC-RRLYR-12984,5947.72690,18.453,0.032
OGLE-LMC-RRLYR-12984,5948.71572,18.374,0.027
OGLE-LMC-RRLYR-12984,5949.73189,18.214,0.027
OGLE-LMC-RRLYR-12984,5950.65287,18.377,0.024
OGLE-LMC-RRLYR-12984,5951.67826,18.202,0.025
OGLE-LMC-RRLYR-12984,5952.70285,18.436,0.023
OGLE-LMC-RRLYR-12984,5953.70080,18.212,0.025
OGLE-LMC-RRLYR-12984,5954.69834,18.459,0.020
OGLE-LMC-RRLYR-12984,5955.72096,18.247,0.026
OGLE-LMC-RRLYR-12984,5956.72100,18.477,0.027
OGLE-LMC-RRLYR-12984,5958.73819,18.568,0.040
OGLE-LMC-RRLYR-12984,5959.71015,18.285,0.025
OGLE-LMC-RRLYR-12984,5960.71220,18.512,0.030
OGLE-LMC-RRLYR-12984,5961.64393,18.331,0.024
OGLE-LMC-RRLYR-12984,5962.64483,18.586,0.046
OGLE-LMC-RRLYR-12984,5963.61156,18.299,0.036
OGLE-LMC-RRLYR-12984,5964.62352,18.517,0.044
OGLE-LMC-RRLYR-12984,5965.62247,18.312,0.032
OGLE-LMC-RRLYR-12984,5967.64461,18.388,0.044
OGLE-LMC-RRLYR-12984,5968.64472,18.172,0.029
OGLE-LMC-RRLYR-12984,5969.62071,18.479,0.028
OGLE-LMC-RRLYR-12984,5970.59821,18.178,0.021
OGLE-LMC-RRLYR-12984,5971.69109,18.477,0.026
OGLE-LMC-RRLYR-12984,5972.67745,18.290,0.024
OGLE-LMC-RRLYR-12984,5973.66052,18.516,0.023
OGLE-LMC-RRLYR-12984,5974.61557,18.280,0.027
OGLE-LMC-RRLYR-12984,5976.64970,18.381,0.030
OGLE-LMC-RRLYR-12984,5977.68327,18.157,0.023
OGLE-LMC-RRLYR-12984,5978.65971,18.402,0.026
OGLE-LMC-RRLYR-12984,5979.60987,18.249,0.026
OGLE-LMC-RRLYR-12984,5980.62554,18.414,0.025
OGLE-LMC-RRLYR-12984,5981.64900,18.156,0.025
OGLE-LMC-RRLYR-12984,5982.65493,18.510,0.034
OGLE-LMC-RRLYR-12984,5983.69755,18.274,0.021
OGLE-LMC-RRLYR-12984,5984.63699,18.456,0.026
OGLE-LMC-RRLYR-12984,5985.66891,18.322,0.029
OGLE-LMC-RRLYR-12984,5986.59869,18.476,0.028
OGLE-LMC-RRLYR-12984,5987.67415,18.343,0.028
OGLE-LMC-RRLYR-12984,5988.64062,18.567,0.037
OGLE-LMC-RRLYR-12984,5989.60456,18.331,0.027
OGLE-LMC-RRLYR-12984,5991.67308,18.395,0.037
OGLE-LMC-RRLYR-12984,5992.63334,18.110,0.027
OGLE-LMC-RRLYR-12984,5993.59020,18.377,0.033
OGLE-LMC-RRLYR-12984,5994.58889,18.126,0.031
OGLE-LMC-RRLYR-12984,5995.63659,18.487,0.048
OGLE-LMC-RRLYR-12984,5996.60666,18.290,0.041
OGLE-LMC-RRLYR-12984,5997.60885,18.500,0.039
OGLE-LMC-RRLYR-12984,5998.60719,18.240,0.030
OGLE-LMC-RRLYR-12984,5998.67058,18.323,0.031
OGLE-LMC-RRLYR-12984,5999.64792,18.512,0.030
OGLE-LMC-RRLYR-12984,6000.62328,18.287,0.027
OGLE-LMC-RRLYR-12984,6002.58699,18.310,0.027
OGLE-LMC-RRLYR-12984,6003.55310,18.502,0.042
OGLE-LMC-RRLYR-12984,6004.61351,18.405,0.035
OGLE-LMC-RRLYR-12984,6005.59654,18.297,0.026
OGLE-LMC-RRLYR-12984,6006.58050,18.427,0.030
OGLE-LMC-RRLYR-12984,6007.57883,18.158,0.020
OGLE-LMC-RRLYR-12984,6008.61328,18.422,0.027
OGLE-LMC-RRLYR-12984,6009.55440,18.164,0.031
OGLE-LMC-RRLYR-12984,6010.60997,18.403,0.040
OGLE-LMC-RRLYR-12984,6011.56874,18.256,0.027
OGLE-LMC-RRLYR-12984,6012.56782,18.453,0.036
OGLE-LMC-RRLYR-12984,6013.54956,18.250,0.025
OGLE-LMC-RRLYR-12984,6014.56849,18.455,0.032
OGLE-LMC-RRLYR-12984,6015.56387,18.277,0.027
OGLE-LMC-RRLYR-12984,6016.60453,18.518,0.030
OGLE-LMC-RRLYR-12984,6017.56771,18.357,0.032
OGLE-LMC-RRLYR-12984,6018.52308,18.488,0.038
OGLE-LMC-RRLYR-12984,6019.57111,18.411,0.036
OGLE-LMC-RRLYR-12984,6020.59362,18.172,0.026
OGLE-LMC-RRLYR-12984,6021.58135,18.418,0.038
OGLE-LMC-RRLYR-12984,6022.59285,18.171,0.032
OGLE-LMC-RRLYR-12984,6023.56690,18.433,0.033
OGLE-LMC-RRLYR-12984,6024.58972,18.183,0.035
OGLE-LMC-RRLYR-12984,6025.58975,18.408,0.054
OGLE-LMC-RRLYR-12984,6026.53602,18.211,0.043
OGLE-LMC-RRLYR-12984,6028.57278,18.244,0.039
OGLE-LMC-RRLYR-12984,6032.51066,18.299,0.042
OGLE-LMC-RRLYR-12984,6033.49821,18.523,0.051
OGLE-LMC-RRLYR-12984,6034.50381,18.379,0.033
OGLE-LMC-RRLYR-12984,6035.52919,18.211,0.027
OGLE-LMC-RRLYR-12984,6036.50604,18.420,0.034
OGLE-LMC-RRLYR-12984,6037.50570,18.168,0.038
OGLE-LMC-RRLYR-12984,6038.49741,18.504,0.058
OGLE-LMC-RRLYR-12984,6039.50409,18.167,0.035
OGLE-LMC-RRLYR-12984,6040.50641,18.455,0.036
OGLE-LMC-RRLYR-12984,6047.48100,18.367,0.041
OGLE-LMC-RRLYR-12984,6048.47977,18.425,0.040
OGLE-LMC-RRLYR-12984,6049.50307,18.418,0.034
OGLE-LMC-RRLYR-12984,6050.47865,18.135,0.035
OGLE-LMC-RRLYR-12984,6052.49431,18.171,0.035
OGLE-LMC-RRLYR-12984,6053.49136,18.396,0.040
OGLE-LMC-RRLYR-12984,6055.49996,18.430,0.043
OGLE-LMC-RRLYR-12984,6056.48693,18.220,0.031
OGLE-LMC-RRLYR-12984,6057.49292,18.473,0.035
OGLE-LMC-RRLYR-12984,6058.49049,18.315,0.029
OGLE-LMC-RRLYR-12984,6059.48413,18.510,0.039
OGLE-LMC-RRLYR-12984,6060.48689,18.403,0.038
OGLE-LMC-RRLYR-12984,6061.47802,18.419,0.042
OGLE-LMC-RRLYR-12984,6062.47205,18.404,0.039
OGLE-LMC-RRLYR-12984,6123.92126,18.251,0.024
OGLE-LMC-RRLYR-12984,6158.93229,18.559,0.062
OGLE-LMC-RRLYR-12984,6164.90660,18.178,0.027
OGLE-LMC-RRLYR-12984,6165.91912,18.420,0.031
OGLE-LMC-RRLYR-12984,6171.88494,18.563,0.032
OGLE-LMC-RRLYR-12984,6179.91095,18.261,0.034
OGLE-LMC-RRLYR-12984,6180.86352,18.451,0.040
OGLE-LMC-RRLYR-12984,6181.87771,18.216,0.024
OGLE-LMC-RRLYR-12984,6182.88225,18.412,0.024
OGLE-LMC-RRLYR-12984,6183.88398,18.296,0.019
OGLE-LMC-RRLYR-12984,6184.91052,18.523,0.036
OGLE-LMC-RRLYR-12984,6185.86023,18.298,0.021
OGLE-LMC-RRLYR-12984,6186.86173,18.555,0.028
OGLE-LMC-RRLYR-12984,6191.88735,18.422,0.021
OGLE-LMC-RRLYR-12984,6193.87463,18.475,0.026
OGLE-LMC-RRLYR-12984,6194.89157,18.219,0.021
OGLE-LMC-RRLYR-12984,6196.87703,18.289,0.024
OGLE-LMC-RRLYR-12984,6199.82603,18.493,0.042
OGLE-LMC-RRLYR-12984,6202.83351,18.346,0.037
OGLE-LMC-RRLYR-12984,6204.86864,18.478,0.027
OGLE-LMC-RRLYR-12984,6207.88148,18.274,0.030
OGLE-LMC-RRLYR-12984,6208.78943,18.468,0.031
OGLE-LMC-RRLYR-12984,6210.88018,18.516,0.033
OGLE-LMC-RRLYR-12984,6212.83299,18.542,0.033
OGLE-LMC-RRLYR-12984,6214.88415,18.234,0.048
OGLE-LMC-RRLYR-12984,6215.87196,18.401,0.047
OGLE-LMC-RRLYR-12984,6216.83080,18.357,0.023
OGLE-LMC-RRLYR-12984,6219.81580,18.426,0.030
OGLE-LMC-RRLYR-12984,6221.82909,18.462,0.036
OGLE-LMC-RRLYR-12984,6222.83001,18.232,0.028
OGLE-LMC-RRLYR-12984,6223.78711,18.518,0.029
OGLE-LMC-RRLYR-12984,6224.85270,18.243,0.021
OGLE-LMC-RRLYR-12984,6225.73468,18.424,0.036
OGLE-LMC-RRLYR-12984,6226.74707,18.272,0.029
OGLE-LMC-RRLYR-12984,6229.78962,18.565,0.039
OGLE-LMC-RRLYR-12984,6230.73350,18.326,0.037
OGLE-LMC-RRLYR-12984,6231.75831,18.516,0.036
OGLE-LMC-RRLYR-12984,6232.82430,18.429,0.028
OGLE-LMC-RRLYR-12984,6233.83083,18.184,0.021
OGLE-LMC-RRLYR-12984,6234.83469,18.436,0.027
OGLE-LMC-RRLYR-12984,6235.78208,18.163,0.023
OGLE-LMC-RRLYR-12984,6236.79967,18.508,0.030
OGLE-LMC-RRLYR-12984,6237.87568,18.354,0.050
OGLE-LMC-RRLYR-12984,6238.83340,18.490,0.028
OGLE-LMC-RRLYR-12984,6239.80746,18.339,0.026
OGLE-LMC-RRLYR-12984,6240.85070,18.562,0.038
OGLE-LMC-RRLYR-12984,6241.80434,18.331,0.026
OGLE-LMC-RRLYR-12984,6242.84730,18.221,0.020
OGLE-LMC-RRLYR-12984,6243.81567,18.454,0.032
OGLE-LMC-RRLYR-12984,6244.75641,18.527,0.038
OGLE-LMC-RRLYR-12984,6245.77292,18.360,0.025
OGLE-LMC-RRLYR-12984,6248.78965,18.223,0.021
OGLE-LMC-RRLYR-12984,6251.78028,18.429,0.021
OGLE-LMC-RRLYR-12984,6254.79020,18.311,0.019
OGLE-LMC-RRLYR-12984,6257.81912,18.170,0.027
OGLE-LMC-RRLYR-12984,6262.74231,18.420,0.027
OGLE-LMC-RRLYR-12984,6265.81469,18.304,0.020
OGLE-LMC-RRLYR-12984,6270.83032,18.237,0.024
OGLE-LMC-RRLYR-12984,6274.82197,18.229,0.019
OGLE-LMC-RRLYR-12984,6278.76904,18.282,0.021
OGLE-LMC-RRLYR-12984,6282.79187,18.353,0.024
OGLE-LMC-RRLYR-12984,6286.72513,18.390,0.025
OGLE-LMC-RRLYR-12984,6289.79446,18.243,0.026
OGLE-LMC-RRLYR-12984,6294.81635,18.405,0.027
OGLE-LMC-RRLYR-12984,6299.77289,18.436,0.029
OGLE-LMC-RRLYR-12984,6306.71304,18.295,0.024
OGLE-LMC-RRLYR-12984,6312.68890,18.321,0.026
OGLE-LMC-RRLYR-12984,6317.69856,18.200,0.024
OGLE-LMC-RRLYR-12984,6323.67179,18.356,0.024
OGLE-LMC-RRLYR-12984,6329.63100,18.415,0.032
OGLE-LMC-RRLYR-12984,6333.62182,18.496,0.030
OGLE-LMC-RRLYR-12984,6340.63399,18.372,0.021
OGLE-LMC-RRLYR-12984,6343.57779,18.249,0.025
OGLE-LMC-RRLYR-12984,6347.60405,18.245,0.027
OGLE-LMC-RRLYR-12984,6356.62146,18.196,0.020
OGLE-LMC-RRLYR-12984,6363.53890,18.431,0.029
OGLE-LMC-RRLYR-12984,6371.56157,18.149,0.021
OGLE-LMC-RRLYR-12984,6387.53687,18.427,0.028
OGLE-LMC-RRLYR-12984,6396.54264,18.373,0.026
OGLE-LMC-RRLYR-12984,6404.52777,18.517,0.038
OGLE-LMC-RRLYR-12984,6416.50380,18.138,0.027
OGLE-LMC-RRLYR-12984,6509.92256,18.500,0.024
OGLE-LMC-RRLYR-12984,6531.90695,18.434,0.026
OGLE-LMC-RRLYR-12984,6547.87323,18.246,0.019
OGLE-LMC-RRLYR-12984,6571.84730,18.201,0.017
OGLE-LMC-RRLYR-12984,6577.88792,18.416,0.032
OGLE-LMC-RRLYR-12984,6608.83440,18.208,0.017
OGLE-LMC-RRLYR-12984,6616.73244,18.264,0.023
OGLE-LMC-RRLYR-12984,6622.78644,18.372,0.025
OGLE-LMC-RRLYR-12984,6628.81410,18.551,0.025
OGLE-LMC-RRLYR-12984,6638.73985,18.160,0.017
OGLE-LMC-RRLYR-12984,6645.73739,18.521,0.031
OGLE-LMC-RRLYR-12984,6654.76446,18.472,0.021
OGLE-LMC-RRLYR-12984,6658.79177,18.432,0.018
OGLE-LMC-RRLYR-12984,6662.77289,18.137,0.021
OGLE-LMC-RRLYR-12984,6667.83167,18.556,0.034
OGLE-LMC-RRLYR-12984,6680.77207,18.499,0.029
OGLE-LMC-RRLYR-12984,6690.66471,18.316,0.020
OGLE-LMC-RRLYR-12984,6697.71328,18.486,0.024
OGLE-LMC-RRLYR-12984,6705.67857,18.207,0.028
OGLE-LMC-RRLYR-12984,6712.64584,18.512,0.027
OGLE-LMC-RRLYR-12984,6722.60661,18.227,0.021
OGLE-LMC-RRLYR-12984,6736.61783,18.470,0.043
OGLE-LMC-RRLYR-12984,6871.92716,18.605,0.039
OGLE-LMC-RRLYR-12984,6887.92553,18.370,0.027
OGLE-LMC-RRLYR-12984,6896.89585,18.272,0.025
OGLE-LMC-RRLYR-12984,6907.87864,18.237,0.026
OGLE-LMC-RRLYR-12984,6926.80777,18.292,0.023
OGLE-LMC-RRLYR-12984,6932.81644,18.393,0.027
OGLE-LMC-RRLYR-12984,6938.80185,18.488,0.035
OGLE-LMC-RRLYR-12984,6942.79938,18.524,0.030
OGLE-LMC-RRLYR-12984,6950.85020,18.284,0.020
OGLE-LMC-RRLYR-12984,6956.85302,18.348,0.027
OGLE-LMC-RRLYR-12984,6961.84763,18.242,0.023
OGLE-LMC-RRLYR-12984,6967.71906,18.319,0.042
OGLE-LMC-RRLYR-12984,6973.72456,18.396,0.026
OGLE-LMC-RRLYR-12984,6980.76151,18.314,0.021
OGLE-LMC-RRLYR-12984,6987.79250,18.261,0.029
OGLE-LMC-RRLYR-12984,6992.76465,18.461,0.025
OGLE-LMC-RRLYR-12984,6997.77043,18.391,0.033
OGLE-LMC-RRLYR-12984,7002.71425,18.160,0.021
OGLE-LMC-RRLYR-12984,7007.72556,18.456,0.028
